"ENSEMBL","Symbol","LOG2FC","PVAL","ADJP"
"LDAH","LDAH","2.1828111705816298","4.089849234731221e-09","9.4859864599772e-07"
"STK32A","STK32A","-2.78511312070489","4.19317120560918e-09","9.58661636523477e-07"
"CBX5","CBX5","2.6316976380760297","4.26737079051765e-09","9.58661636523477e-07"
"FANCA","FANCA","2.7621394797206","4.28262951228606e-09","9.58661636523477e-07"
"POLA1","POLA1","2.5445202923925896","4.37275146985729e-09","9.67584351106008e-07"
"SGK1","SGK1","-2.0053649094197197","4.64159016004832e-09","1.00319420590855e-06"
"RCCD1","RCCD1","2.16233393572429","4.64780731215579e-09","1.00319420590855e-06"
"PIF1","PIF1","2.28121599785534","4.7160617661317e-09","1.00319420590855e-06"
"ANKRD22","ANKRD22","2.4016357794464303","4.74212626552791e-09","1.00319420590855e-06"
"DDX11","DDX11","2.5289327715178396","4.960139324069301e-09","1.0379091535615e-06"
"JUN","JUN","-2.724047572705","5.232277499625061e-09","1.08308144242239e-06"
"UBE2J1","UBE2J1","-2.1912012107051204","5.51038660342817e-09","1.12015529977461e-06"
"RAD18","RAD18","1.89273450281884","5.52775198579753e-09","1.12015529977461e-06"
"PCP4","PCP4","2.6477247733058302","5.65638662517884e-09","1.13023138067067e-06"
"DSN1","DSN1","2.63126900115562","5.74523696998192e-09","1.13023138067067e-06"
"NAIF1","NAIF1","-2.14679172108136","5.783926786160339e-09","1.13023138067067e-06"
"POGLUT3","POGLUT3","2.2993680712809397","5.827589768692889e-09","1.13023138067067e-06"
"RGS16","RGS16","-2.7455942128799395","5.97753357733727e-09","1.13023138067067e-06"
"LRP8","LRP8","2.56926637124075","6.045404922676989e-09","1.13023138067067e-06"
"MCM7","MCM7","1.9155862889089998","6.1458352177231996e-09","1.13023138067067e-06"
"AZI2","AZI2","-2.0250669373398797","6.200553482532161e-09","1.13023138067067e-06"
"WDR76","WDR76","2.48602184924263","6.21838916548546e-09","1.13023138067067e-06"
"RND1","RND1","-1.98458798311607","6.272160489737161e-09","1.13023138067067e-06"
"SLC3A2","SLC3A2","-1.9801849694051998","6.2783552609104006e-09","1.13023138067067e-06"
"SESN2","SESN2","-1.8563242926584398","6.29550176147407e-09","1.13023138067067e-06"
"MCM3","MCM3","2.59644861816491","6.3407090079701e-09","1.13023138067067e-06"
"E2F8","E2F8","2.61870548861018","6.5047882805125e-09","1.14884109346923e-06"
"HOXC6","HOXC6","-2.0857574984088103","6.59123278633239e-09","1.15352565790623e-06"
"MIS18BP1","MIS18BP1","2.73535409006334","6.661012128103129e-09","1.15523553583886e-06"
"PCF11","PCF11","-2.10625891678004","6.7978364765543e-09","1.16843883937631e-06"
"GNE","GNE","2.06772801957342","6.864236403308549e-09","1.1694107522132099e-06"
"TADA2B","TADA2B","-2.18114589744616","6.949619926252491e-09","1.1724575000776301e-06"
"NCAPH","NCAPH","1.95136866073358","7.003927718504371e-09","1.1724575000776301e-06"
"CENPE","CENPE","2.43733977138214","7.088577188078628e-09","1.17639827110088e-06"
"CSRNP2","CSRNP2","-1.93401217042445","7.280311158145779e-09","1.19092318362805e-06"
"H3C4","H3C4","-2.6902954601528597","7.299825238590721e-09","1.19092318362805e-06"
"NOCT","NOCT","-2.47896261659375","7.369942865439829e-09","1.1922585722906099e-06"
"E2F7","E2F7","2.36457041529338","7.596369424815621e-09","1.2171471978097999e-06"
"C18orf54","C18orf54","2.25392944269793","7.71285939376629e-09","1.2171471978097999e-06"
"UBE2T","UBE2T","1.78969720104757","7.72224222889993e-09","1.2171471978097999e-06"
"H2BC12","H2BC12","-2.1972393789312","7.834868881604128e-09","1.2171471978097999e-06"
"SLC4A7","SLC4A7","2.2074265436429","7.83991753822737e-09","1.2171471978097999e-06"
"VPS37D","VPS37D","-2.03073814184542","8.05181171861374e-09","1.24004341916027e-06"
"NR4A3","NR4A3","-3.0971063301356696","8.425789547717242e-09","1.27079278562385e-06"
"KLF12","KLF12","2.1500624069414","8.49326463380086e-09","1.27079278562385e-06"
"SPRR2D","SPRR2D","-2.7717736031153","8.500187215636771e-09","1.27079278562385e-06"
"EXO1","EXO1","2.54853819334185","8.53560834731408e-09","1.27079278562385e-06"
"C1orf112","C1orf112","2.46263946381029","8.581531459721591e-09","1.27079278562385e-06"
"C6orf52","C6orf52","-2.38613849828378","8.79147666029432e-09","1.29194440601012e-06"
"MEF2A","MEF2A","-2.05886749166892","8.99188538789586e-09","1.29262107516898e-06"
"STIL","STIL","2.2134901005362595","9.03294632273303e-09","1.29262107516898e-06"
"RBIS","RBIS","-1.78834819918955","9.059739919131e-09","1.29262107516898e-06"
"KLHL21","KLHL21","-1.8396042653737","9.100152145794129e-09","1.29262107516898e-06"
"KLHL11","KLHL11","-3.46024424879624","9.19626306039707e-09","1.29262107516898e-06"
"EMG1","EMG1","2.10688026372318","9.19895523859279e-09","1.29262107516898e-06"
"RCL1","RCL1","-2.2218237149721096","9.43034993149381e-09","1.31534733478102e-06"
"DNA2","DNA2","1.9889943294764998","9.49733933481701e-09","1.31534733478102e-06"
"SHMT1","SHMT1","1.73009604791175","9.612974087690401e-09","1.3174146560382798e-06"
"SERPINB8","SERPINB8","-2.2829706577025495","9.649133369767679e-09","1.3174146560382798e-06"
"CPEB2","CPEB2","-3.80776805683766","9.7935793932947e-09","1.32305478092183e-06"
"SLC35G1","SLC35G1","-2.09276177033577","9.827896403917829e-09","1.32305478092183e-06"
"MYB","MYB","2.78438693879659","1.00001801261959e-08","1.32896922751374e-06"
"CENPO","CENPO","2.15357957696205","1.00366150519088e-08","1.32896922751374e-06"
"NDC1","NDC1","1.9924538802696399","1.00789313395152e-08","1.32896922751374e-06"
"TK1","TK1","2.41989472941165","1.03026285308936e-08","1.34151256935875e-06"
"CHAF1A","CHAF1A","1.9282886127725902","1.0530621186505799e-08","1.34151256935875e-06"
"NCAPG2","NCAPG2","2.7801816012310696","1.05983405932567e-08","1.34151256935875e-06"
"TICRR","TICRR","2.50164705972684","1.06299866634328e-08","1.34151256935875e-06"
"PARP1","PARP1","1.7025536848093301","1.0759276181890799e-08","1.34151256935875e-06"
"HDAC4","HDAC4","-1.7313528923399402","1.0775659187616199e-08","1.34151256935875e-06"
"SKA3","SKA3","2.06287844148907","1.09043377642407e-08","1.34151256935875e-06"
"FABP5","FABP5","1.9067101513153402","1.09531915876223e-08","1.34151256935875e-06"
"ARRDC3","ARRDC3","-2.2053219379419904","1.10592813844621e-08","1.34151256935875e-06"
"NCAPD3","NCAPD3","2.4445880091712002","1.1099534578536498e-08","1.34151256935875e-06"
"CCN3","CCN3","-2.58861610819207","1.1124772388451499e-08","1.34151256935875e-06"
"BLM","BLM","2.31528621497054","1.1127739221525099e-08","1.34151256935875e-06"
"CORO1A","CORO1A","2.04325830362923","1.11811098394897e-08","1.34151256935875e-06"
"CDCA7","CDCA7","2.63813569556736","1.11888850987775e-08","1.34151256935875e-06"
"RGS3","RGS3","-2.09764054549479","1.12193404844818e-08","1.34151256935875e-06"
"PER2","PER2","-2.30149470382945","1.12982203868351e-08","1.34260518930223e-06"
"CHST3","CHST3","-2.5176467792165","1.1509267435825601e-08","1.35929391047288e-06"
"MIR21","MIR21","2.4154782559690497","1.1740573906743501e-08","1.37520562052815e-06"
"SMC1A","SMC1A","1.78136521423338","1.17868644427377e-08","1.37520562052815e-06"
"DIPK2A","DIPK2A","-1.8168296930796102","1.18608018872702e-08","1.37549576585444e-06"
"HADH","HADH","1.7227733963166298","1.19680300119545e-08","1.37962003449183e-06"
"ARL14","ARL14","-2.04490528721661","1.20450376766755e-08","1.3802322637719102e-06"
"KIF20B","KIF20B","2.98192531979158","1.24279725006029e-08","1.40078827688881e-06"
"CDK2","CDK2","1.8998436502792702","1.2471445085456e-08","1.40078827688881e-06"
"FANCI","FANCI","2.7031496143395697","1.249604649663e-08","1.40078827688881e-06"
"PSMC3IP","PSMC3IP","1.68071524445789","1.2515484059263201e-08","1.40078827688881e-06"
"SPC25","SPC25","2.48523270637587","1.2703351169883301e-08","1.4046392803467101e-06"
"SEC62","SEC62","-1.74318303901245","1.2720824412818799e-08","1.4046392803467101e-06"
"ATF5","ATF5","-1.6717547807422302","1.28376785370894e-08","1.4046392803467101e-06"
"PRSS3","PRSS3","-2.75109806916466","1.2996054659701599e-08","1.4046392803467101e-06"
"ZNF654","ZNF654","-1.94067830513276","1.3067655199743401e-08","1.4046392803467101e-06"
"NBR2","NBR2","-2.3391509596069198","1.3113831480857401e-08","1.4046392803467101e-06"
"ACAD9","ACAD9","1.83896344049369","1.3128807785685801e-08","1.4046392803467101e-06"
"CENPM","CENPM","2.1839390609725298","1.31516112483535e-08","1.4046392803467101e-06"
"MCM6","MCM6","1.65686303641879","1.3276742081498401e-08","1.4046392803467101e-06"
"SLC51B","SLC51B","-3.33986789808841","1.3279536077248002e-08","1.4046392803467101e-06"
"FANCD2","FANCD2","3.11194775749492","1.3377282200974399e-08","1.4072462276008601e-06"
"ESF1","ESF1","-1.9689284907797802","1.3462981640836799e-08","1.40856445417255e-06"
"SEC31B","SEC31B","2.0690512697671597","1.35741801854233e-08","1.4125218527004601e-06"
"CRYBG1","CRYBG1","1.6959559291355202","1.3706155844946497e-08","1.41349221759575e-06"
"SPC24","SPC24","3.4907526172162098","1.3801852806574699e-08","1.41349221759575e-06"
"BUB1","BUB1","2.34663763435021","1.3832350059205401e-08","1.41349221759575e-06"
"MIPEP","MIPEP","1.7750583333426597","1.3877202697293401e-08","1.41349221759575e-06"
"SGO2","SGO2","2.16497612139968","1.46507915016276e-08","1.48339814780721e-06"
"EFNA1","EFNA1","-1.9300659591016498","1.47176274599334e-08","1.48339814780721e-06"
"SNHG9","SNHG9","-1.99880610600851","1.496143466264e-08","1.5001175973462601e-06"
"OIP5","OIP5","1.66910524364576","1.52395008193483e-08","1.52008098587189e-06"
"IMMP2L","IMMP2L","1.87559156167003","1.54741271073376e-08","1.52560266078651e-06"
"DOCK8","DOCK8","1.81309864894742","1.55314188453536e-08","1.52560266078651e-06"
"ARHGAP11A","ARHGAP11A","1.9551180535144197","1.55326020214096e-08","1.52560266078651e-06"
"FAM107B","FAM107B","-1.6166311203224701","1.57502536575587e-08","1.5391275795008199e-06"
"DDIAS","DDIAS","2.2105757661150296","1.5978794033538502e-08","1.54748320498578e-06"
"GMPPB","GMPPB","1.9415436297198998","1.60140220111072e-08","1.54748320498578e-06"
"MMP10","MMP10","-1.8970500324819197","1.60769124199863e-08","1.54748320498578e-06"
"RFC3","RFC3","1.8170359072048","1.62959912693457e-08","1.5607668056028602e-06"
"LMO4","LMO4","-1.8400503412741798","1.6868585894259098e-08","1.60477220923e-06"
"TTC17","TTC17","1.6517726316686","1.69221733143052e-08","1.60477220923e-06"
"CDK1","CDK1","2.06315335165955","1.73448599220826e-08","1.62898201587913e-06"
"EAF2","EAF2","-1.83800370537476","1.7346699561333002e-08","1.62898201587913e-06"
"CCL28","CCL28","-1.8059618790118401","1.8125856472852298e-08","1.6865206523322201e-06"
"BDH1","BDH1","2.2092157858304904","1.81346306702389e-08","1.6865206523322201e-06"
"TTC31","TTC31","1.8086250737951899","1.82371051572338e-08","1.6878966893361e-06"
"H2AC7","H2AC7","-2.44925479147766","1.8619608327242197e-08","1.7150530139126302e-06"
"OSTM1","OSTM1","-1.73503499285025","1.88731386814536e-08","1.7301275845555402e-06"
"HOXA13","HOXA13","2.11489776835259","1.95352551209454e-08","1.7823374233806598e-06"
"POLD3","POLD3","1.6349157488834398","1.9779583855199098e-08","1.7913280458159698e-06"
"ZWILCH","ZWILCH","1.60099095417105","1.9819898901813002e-08","1.7913280458159698e-06"
"PTPRK","PTPRK","1.57649490437633","2.03085100235006e-08","1.81979337153572e-06"
"H2AC11","H2AC11","-2.51323493442849","2.0369586431519e-08","1.81979337153572e-06"
"NUBPL","NUBPL","1.6425403706196","2.04184389513125e-08","1.81979337153572e-06"
"ARHGAP19","ARHGAP19","1.6302456578187798","2.06139531083606e-08","1.82532750247016e-06"
"H1-2","H1-2","-2.0560912528568998","2.06701675517373e-08","1.82532750247016e-06"
"FANCB","FANCB","2.5152284604654502","2.08522303461539e-08","1.8263399858646198e-06"
"TRAF5","TRAF5","1.76889914999682","2.0871372754153897e-08","1.8263399858646198e-06"
"MCM2","MCM2","1.80971880315803","2.19059391424092e-08","1.9021858053966702e-06"
"DCTPP1","DCTPP1","1.69773283809998","2.2031523665438197e-08","1.9021858053966702e-06"
"SERPINI1","SERPINI1","-1.8276764181667","2.20345662356998e-08","1.9021858053966702e-06"
"SEC11C","SEC11C","-1.71940221998948","2.2153381814487002e-08","1.9039051487084301e-06"
"SAP30","SAP30","-1.92717345299798","2.2264685952355297e-08","1.90496653008352e-06"
"ATG16L2","ATG16L2","1.98343478488283","2.2995948068929304e-08","1.9588274171458303e-06"
"CENPK","CENPK","1.88693022686014","2.3227359938960095e-08","1.96982337526397e-06"
"POLR1A","POLR1A","1.80402207112097","2.37433365528566e-08","2.00474987710107e-06"
"TTK","TTK","1.8240627959790001","2.40391771174976e-08","2.02086549645828e-06"
"SMC4","SMC4","1.5564687493901501","2.4259886003392202e-08","2.0305524584839296e-06"
"WDR90","WDR90","1.84938983508443","2.455473411771e-08","2.0394270329883097e-06"
"AQP11","AQP11","-1.9132630452217","2.45777918889038e-08","2.0394270329883097e-06"
"KNSTRN","KNSTRN","1.8310795459022298","2.53873006450029e-08","2.0975576168109502e-06"
"CTTN","CTTN","1.53092377749865","2.5799613436838798e-08","2.11703589945235e-06"
"DDB2","DDB2","1.9294642771805701","2.58429918638669e-08","2.11703589945235e-06"
"PMPCA","PMPCA","1.6945663122158603","2.6480181974319504e-08","2.1600423016424704e-06"
"ATF3","ATF3","-2.53340388800794","2.7227907441476806e-08","2.1967453761083198e-06"
"SAPCD1","SAPCD1","2.45926115094892","2.72452273780777e-08","2.1967453761083198e-06"
"GADD45G","GADD45G","-3.15981407378699","2.7272460905401702e-08","2.1967453761083198e-06"
"COX18","COX18","1.8169393264943001","2.7517142318983598e-08","2.20721877826148e-06"
"TACC3","TACC3","1.8560973301354098","2.7823821611709798e-08","2.2189507166015202e-06"
"MYH10","MYH10","1.5317943176675501","2.7893931401878702e-08","2.2189507166015202e-06"
"PI4K2B","PI4K2B","1.6759684392169398","2.8174345850867097e-08","2.2275791454873503e-06"
"PBK","PBK","1.5596893889211898","2.8233822216971297e-08","2.2275791454873503e-06"
"MCTP1","MCTP1","-1.8969657638733601","2.8762687714329202e-08","2.26004286199409e-06"
"ABHD11","ABHD11","1.96880197514054","2.91012854564525e-08","2.26982802577529e-06"
"PDLIM5","PDLIM5","1.72700590402251","2.9123033731572205e-08","2.26982802577529e-06"
"AGL","AGL","1.49858997933817","2.9471876201787697e-08","2.2823516090057802e-06"
"CEP152","CEP152","1.57993561405763","2.95424299198184e-08","2.2823516090057802e-06"
"HAUS5","HAUS5","2.11610993990555","2.96836688837996e-08","2.2823516090057802e-06"
"ZNF292","ZNF292","-1.77020974117024","2.9757947839616205e-08","2.2823516090057802e-06"
"UTRN","UTRN","1.98928977298972","3.0019758549080495e-08","2.29329512630297e-06"
"PPP1R9A","PPP1R9A","1.944111733732","3.02170697061734e-08","2.29710785846848e-06"
"ATPSCKMT","ATPSCKMT","2.05702042207179","3.03200920525774e-08","2.29710785846848e-06"
"SLC9A2","SLC9A2","-2.72711340985619","3.05189434443153e-08","2.29710785846848e-06"
"WDHD1","WDHD1","2.56459491228398","3.05469644053779e-08","2.29710785846848e-06"
"TNFAIP8L1","TNFAIP8L1","1.7235027752688998","3.1024670981304996e-08","2.32395307805877e-06"
"POLR3K","POLR3K","2.1090508875485803","3.1273838258013496e-08","2.3335374430427004e-06"
"PLK4","PLK4","1.66606852176978","3.1688179323298195e-08","2.35532486545488e-06"
"BROX","BROX","-3.00542141911454","3.2229326606942406e-08","2.38633371734711e-06"
"MST1","MST1","1.5939655301390299","3.23880612706856e-08","2.38889872613781e-06"
"FAN1","FAN1","1.5404980316255399","3.31593060468959e-08","2.43644962102593e-06"
"SNORD14D","SNORD14D","1.89086928257141","3.35624329775901e-08","2.4566935256714297e-06"
"GTF2I","GTF2I","1.7011116498005","3.41342099525655e-08","2.48908210529106e-06"
"KIFC1","KIFC1","2.22095041033792","3.43389051128939e-08","2.489981854963e-06"
"SREK1IP1","SREK1IP1","-1.98907431832344","3.44052347109323e-08","2.489981854963e-06"
"PEX12","PEX12","-1.69681423374235","3.48625181514593e-08","2.51362673008892e-06"
"PRMT1","PRMT1","1.58459394136605","3.50177864257288e-08","2.51540077045413e-06"
"ERCC6L","ERCC6L","2.1350603399553303","3.5967359765347e-08","2.57400610722191e-06"
"MYBL1","MYBL1","1.94017785160271","3.6703678961269805e-08","2.61697230993854e-06"
"SRPK1","SRPK1","1.53297507362722","3.6938672150880006e-08","2.62400877334535e-06"
"MEX3B","MEX3B","-2.05940488964276","3.73250325252933e-08","2.64170662185449e-06"
"MRPS28","MRPS28","1.68995772357412","3.75075707284563e-08","2.6449019930165296e-06"
"STAG3L2","STAG3L2","1.55760073871588","3.801828103887e-08","2.67001879465462e-06"
"G2E3","G2E3","1.58024262143419","3.81411442797788e-08","2.67001879465462e-06"
"DAPK1","DAPK1","1.52043180312633","3.8539605225190005e-08","2.6871554736974702e-06"
"ZGRF1","ZGRF1","2.40590283685962","3.8665111745582e-08","2.6871554736974702e-06"
"NOP9","NOP9","1.7374383650463","3.8900942740140897e-08","2.69211035639417e-06"
"DLL1","DLL1","-2.40706982158813","3.9062456269608505e-08","2.69211035639417e-06"
"BRD2","BRD2","-2.10416570977517","3.91559347457466e-08","2.69211035639417e-06"
"NUP93","NUP93","1.49728510533766","3.97640317629119e-08","2.71466494802038e-06"
"SLU7","SLU7","-1.6018780802143202","3.9833218616174707e-08","2.71466494802038e-06"
"ADRB1","ADRB1","1.9829905418676999","3.99070271824719e-08","2.71466494802038e-06"
"MDC1","MDC1","1.6766328911511001","4.091411101479e-08","2.75186752648713e-06"
"CCNA2","CCNA2","2.0259455797959","4.09211806645279e-08","2.75186752648713e-06"
"DBF4B","DBF4B","1.7643748481629398","4.09464256704365e-08","2.75186752648713e-06"
"LIG1","LIG1","1.85893658422438","4.10257119163579e-08","2.75186752648713e-06"
"EME1","EME1","1.4660020092388302","4.13010668202088e-08","2.76071818526333e-06"
"RUVBL2","RUVBL2","1.5690546926089701","4.1650363504884906e-08","2.77443303748283e-06"
"PLEKHF2","PLEKHF2","-2.45897438885168","4.19569940662469e-08","2.7795928996920397e-06"
"SH3TC1","SH3TC1","-1.5431326285220701","4.2142303568801896e-08","2.7795928996920397e-06"
"RANBP1","RANBP1","1.403179306072","4.2297414077802495e-08","2.7795928996920397e-06"
"C9orf85","C9orf85","-1.51970454104002","4.2305372168187e-08","2.7795928996920397e-06"
"ZBTB1","ZBTB1","-1.46156642657151","4.2983395024293704e-08","2.81453516194788e-06"
"RGS2","RGS2","-1.69403360947218","4.38698554493441e-08","2.86284266866211e-06"
"CENPX","CENPX","1.58003241862369","4.41724106713451e-08","2.8728482359258998e-06"
"RFX5","RFX5","2.0964592974293996","4.47421320507306e-08","2.8973473315175e-06"
"NIPSNAP3A","NIPSNAP3A","1.83557977846995","4.48501119314433e-08","2.8973473315175e-06"
"CDCA5","CDCA5","1.4595504855421102","4.60648700881993e-08","2.96040159442397e-06"
"RGMB","RGMB","-1.9206971437030802","4.6133732186753495e-08","2.96040159442397e-06"
"AURKA","AURKA","1.5736315496734","4.652520481610269e-08","2.9663955463101502e-06"
"GAS7","GAS7","1.74282804908294","4.66659286439622e-08","2.9663955463101502e-06"
"TTC13","TTC13","1.40978679597676","4.66894109673251e-08","2.9663955463101502e-06"
"EXOC4","EXOC4","1.7194608780743401","4.70667162015348e-08","2.9752421004157997e-06"
"CDK7","CDK7","-1.4513108354671","4.7137750798754195e-08","2.9752421004157997e-06"
"TMPO","TMPO","2.22240553932852","4.77505029048653e-08","2.99562177099681e-06"
"GALNT12","GALNT12","1.81794628772684","4.7771849966028795e-08","2.99562177099681e-06"
"CHEK2","CHEK2","1.7771977757205801","4.8131325979640704e-08","3.00126654044509e-06"
"CTDSPL","CTDSPL","1.52270282747094","4.8173672068855196e-08","3.00126654044509e-06"
"RNF139","RNF139","-1.50451406588517","4.87721488647499e-08","3.02875044450097e-06"
"DHFR","DHFR","2.75356423915267","4.89415145272339e-08","3.02949548605717e-06"
"MAML2","MAML2","2.91017208813928","4.9541307907629197e-08","3.0451510243046797e-06"
