"ENSEMBL","Symbol","LOG2FC","PVAL","ADJP"
"SNORD14E","SNORD14E","1.63534682844707","8.635432918626421e-07","0.0162026627852187"
"THAP1","THAP1","1.26462376596871","8.29724535739886e-06","0.0778406073204374"
"SNORA50A","SNORA50A","1.4867108098713202","2.45866087958968e-05","0.14513023988684698"
"TXNIP","TXNIP","-3.3314179946166402","3.3481989808467895e-05","0.14513023988684698"
"CCDC167","CCDC167","1.05055769481334","3.86745829256641e-05","0.14513023988684698"
"C1RL","C1RL","-0.9745071193655959","4.98770288580962e-05","0.15597378207741"
"ID1","ID1","-1.05982839061823","7.34598231884561e-05","0.196903808926429"
"SNORD36B","SNORD36B","-0.948734645435245","9.96215271057995e-05","0.23364983913576398"
"RND3","RND3","0.9594296778486558","0.000134911663495934","0.242702232155258"
"KLRA1P","KLRA1P","-1.40287938925633","0.00013724468065458","0.242702232155258"
"SF3B5","SF3B5","0.918071930718774","0.000146507507464042","0.242702232155258"
"SLC35E2A","SLC35E2A","-0.8219253006864341","0.000160552823562592","0.242702232155258"
"HIST1H2BC","HIST1H2BC","0.942234645258203","0.00016896031658685301","0.242702232155258"
"CLCA2","CLCA2","1.0569269969055999","0.00018109210948002","0.242702232155258"
"MIR15A","MIR15A","-1.5391588891231498","0.000202497953960783","0.253297940677745"
"ANKRD1","ANKRD1","0.8297923422000552","0.000243456351779381","0.26019092127792104"
"SNORA74A","SNORA74A","1.15411271548759","0.000249496704442554","0.26019092127792104"
"SNORD50A","SNORD50A","-1.09220639524167","0.000249610221340008","0.26019092127792104"
"BASP1-AS1","BASP1-AS1","-0.820417596496124","0.000313741570273828","0.304657863726127"
"ITGB3","ITGB3","-0.7443031951200659","0.000430205785138953","0.304657863726127"
"C19orf53","C19orf53","0.7472158196385251","0.000453524420471769","0.304657863726127"
"LOC100132686","LOC100132686","-0.87168148874549","0.00046438710166015596","0.304657863726127"
"NUP210","NUP210","-0.836632573446003","0.00048599667406879697","0.304657863726127"
"NOP10","NOP10","0.822060355309237","0.000488460053789216","0.304657863726127"
"MB21D2","MB21D2","0.81895946262088","0.000488949678172554","0.304657863726127"
"PWAR6","PWAR6","-0.7638246504000129","0.000509126681556995","0.304657863726127"
"SNORD38B","SNORD38B","-0.8458328534786709","0.0005431312663967481","0.304657863726127"
"HOXD10","HOXD10","-0.861068014339502","0.000548726470859813","0.304657863726127"
"EFCAB13","EFCAB13","-0.8481199210269108","0.000550307767053556","0.304657863726127"
"HIP1","HIP1","0.771005465119053","0.000572577012699209","0.304657863726127"
"STX8","STX8","0.768250449559949","0.000577224199276517","0.304657863726127"
"TP53INP1","TP53INP1","-0.9078975959072522","0.000583124851044018","0.304657863726127"
"TIMMDC1","TIMMDC1","-0.909266884516052","0.0005857432547677291","0.304657863726127"
"DGKA","DGKA","-0.8883337345660021","0.000586023614036058","0.304657863726127"
"HNRNPA0","HNRNPA0","-0.7448457298071541","0.000598441798935174","0.304657863726127"
"RSRC2","RSRC2","0.8819159458495541","0.0006524794552696559","0.304657863726127"
"ERVK13-1","ERVK13-1","-0.7992864785749191","0.000678676776565363","0.304657863726127"
"GRN","GRN","-0.688096213229866","0.000686793711164728","0.304657863726127"
"TMEM198B","TMEM198B","-0.7585330505161411","0.000729618827942873","0.304657863726127"
"TIMM8A","TIMM8A","-0.982793165630882","0.0007302005374688299","0.304657863726127"
"ANKRD36B","ANKRD36B","-1.14251162397807","0.000738550980594293","0.304657863726127"
"TCF19","TCF19","-0.8943885401386601","0.000743213016090751","0.304657863726127"
"CTDSP2","CTDSP2","-0.7177460958038772","0.000752991199163234","0.304657863726127"
"DDIT3","DDIT3","0.9880936230327549","0.000769568568132731","0.304657863726127"
"SNORD52","SNORD52","-0.7585262568170509","0.0007916482472842929","0.304657863726127"
"GPAA1","GPAA1","-0.7865528579900071","0.000808096291340109","0.304657863726127"
"SNORD44","SNORD44","-0.8383665405833491","0.000809026801878138","0.304657863726127"
"OSER1","OSER1","0.672803813577652","0.000809686564620766","0.304657863726127"
"HSP90AA2P","HSP90AA2P","0.8948668678188391","0.000811535817439493","0.304657863726127"
"CTBP1-DT","CTBP1-DT","-0.8743004861342522","0.000818326510668397","0.304657863726127"
"COX5B","COX5B","0.7720828518815329","0.000828095243299712","0.304657863726127"
"ATP5ME","ATP5ME","0.741725035089441","0.000851372346800748","0.307198064288893"
"NAA40","NAA40","-0.6675459948610479","0.000911927854643357","0.30972506472161"
"RYBP","RYBP","1.2103841298317701","0.00092853031575277","0.30972506472161"
"ANXA2R","ANXA2R","-0.722688322877897","0.0009405806927142631","0.30972506472161"
"HGSNAT","HGSNAT","-0.790205076817667","0.0009452322202295019","0.30972506472161"
"LINC01560","LINC01560","-0.775775669024482","0.000971666525474346","0.30972506472161"
"SDC3","SDC3","-0.7056710729006029","0.00103435665674468","0.30972506472161"
"SNRPC","SNRPC","0.757646882108626","0.0011635267456295301","0.30972506472161"
"LINC00328","LINC00328","-0.6954163999628019","0.00116842144493839","0.30972506472161"
"SNORA80E","SNORA80E","1.19682192794005","0.00118182743683528","0.30972506472161"
"UBE2L6","UBE2L6","0.687165612959813","0.00118999147812817","0.30972506472161"
"MRTO4","MRTO4","0.689122629787153","0.00121086992029834","0.30972506472161"
