"ENSEMBL","Symbol","LOG2FC","PVAL","ADJP"
"PRKCB","PRKCB","2.31812391113742","1.09427383924166e-08","0.00010867453573052701"
"EHBP1","EHBP1","1.6076773173369","1.3961486147224199e-08","0.00010867453573052701"
"EGR3","EGR3","4.205351342490101","1.6280829322925402e-08","0.00010867453573052701"
"EGR2","EGR2","1.97968672585846","6.423704724736379e-08","0.000321586717782115"
"LSS","LSS","0.993839558441206","3.74335695898241e-07","0.00128905946521846"
"TTLL5","TTLL5","1.3409116069001699","4.33026908595907e-07","0.00128905946521846"
"DVL1","DVL1","0.8706408719338978","5.274229545766479e-07","0.00128905946521846"
"PNN","PNN","0.9081387321489741","5.31156496984459e-07","0.00128905946521846"
"DOCK2","DOCK2","0.9700280028207969","5.79352568637512e-07","0.00128905946521846"
"ATRX","ATRX","1.13653432142757","6.62125649343342e-07","0.00132590661281004"
"UTRN","UTRN","1.45979254647219","9.48294191257152e-07","0.00167328757257179"
"NUP210","NUP210","1.02399873807036","1.00271914461231e-06","0.00167328757257179"
"RTTN","RTTN","-0.8265449569014351","1.0998353777098102e-06","0.00169416949527991"
"NRDC","NRDC","0.841902138826022","1.19410408525408e-06","0.00170799530765807"
"MAP4","MAP4","1.4902046133179299","1.2996821937883002e-06","0.00173507572870739"
"NCOR2","NCOR2","1.3617296216122","1.69816522170257e-06","0.00212535991028712"
"BABAM2","BABAM2","1.00453509378134","1.8910988175768003e-06","0.00222760316599855"
"ACADVL","ACADVL","1.17335735879536","2.37883793966656e-06","0.00264645720787904"
"SCAPER","SCAPER","1.42120065179971","3.35349850074598e-06","0.0033303622613181398"
"ANK3","ANK3","3.1106135362785796","3.6893447670169096e-06","0.0033303622613181398"
"PSENEN","PSENEN","1.13025302277805","3.8113619797943495e-06","0.0033303622613181398"
"FKBP2","FKBP2","0.8888972781711569","3.88996957427058e-06","0.0033303622613181398"
"DYM","DYM","0.8563252631143778","4.1514588644455705e-06","0.0033303622613181398"
"SND1","SND1","1.03349183146385","4.3118908519177595e-06","0.0033303622613181398"
"ANKRD44","ANKRD44","0.9004349291428358","4.38536310307435e-06","0.0033303622613181398"
"NFIC","NFIC","0.826203739878847","4.73906291940688e-06","0.0033303622613181398"
"MAPKAP1","MAPKAP1","1.01000804814451","4.80281079230366e-06","0.0033303622613181398"
"TBCK","TBCK","1.29812400622271","5.07721462121026e-06","0.0033303622613181398"
"MACF1","MACF1","0.977978061460437","5.09094083513934e-06","0.0033303622613181398"
"ROMO1","ROMO1","0.923168456091647","5.1293735533851e-06","0.0033303622613181398"
