"ENSEMBL","Symbol","LOG2FC","PVAL","ADJP"
"MYBPC3","MYBPC3","-1.1136541718011999","",""
"UNC45B","UNC45B","-0.9135819886767199","",""
"XIRP1","XIRP1","-0.931804985824537","",""
"MATR3","MATR3","1.23271014600616","",""
"RORA","RORA","-1.4655080273805001","1.01578521282649e-06","0.00989295795516344"
"LRRN4","LRRN4","0.794377457693977","1.0467077136077298e-06","0.00989295795516344"
"ARRDC3","ARRDC3","0.7997297778826791","4.72038759239206e-06","0.0250775763812744"
"RAB17","RAB17","-1.91177158500341","5.30658125827104e-06","0.0250775763812744"
"HEY1","HEY1","-0.881386259976715","7.0632772492668795e-06","0.0258176962197519"
"PATJ","PATJ","-0.7344217972655591","9.01481360475976e-06","0.0258176962197519"
"KBTBD11-OT1","KBTBD11-OT1","6.40107118542216","9.56059215670864e-06","0.0258176962197519"
"RHPN2","RHPN2","0.47787594167005504","1.3567435015279699e-05","0.0309182574369786"
"SEPTIN6","SEPTIN6","-0.6686107505520931","1.4720643121875199e-05","0.0309182574369786"
"H3-3B","H3-3B","0.47521664540373704","1.98237301528773e-05","0.0370392510726326"
"DGCR6","DGCR6","-1.6412487610939699","2.1553814833569198e-05","0.0370392510726326"
"ACTA2","ACTA2","-1.04024166746389","3.28990398504976e-05","0.0518242125244963"
"ITGA6","ITGA6","0.839762638242182","3.64224527107289e-05","0.0524548291715723"
"SFRP1","SFRP1","-0.62414601301406","4.0681614699430394e-05","0.0524548291715723"
"MUC4","MUC4","-2.41928145351785","4.16242097854089e-05","0.0524548291715723"
"ZRSR2P1","ZRSR2P1","6.17056186067786","5.20981140012295e-05","0.0568511719622325"
"ID2","ID2","0.35257627911695205","5.39865485592133e-05","0.0568511719622325"
"KLK6","KLK6","-1.03503495931374","5.41353803798437e-05","0.0568511719622325"
"TAGLN","TAGLN","-1.08548968118679","9.106898127878371e-05","0.0882971095343033"
"CEMIP2","CEMIP2","-0.6683121926609399","9.34212659729178e-05","0.0882971095343033"
"PHGDH","PHGDH","0.366246779954728","0.00010294851986335101","0.0910260106211847"
"FHL2","FHL2","-1.06251964167628","0.00010593938706375","0.0910260106211847"
"FYB2","FYB2","1.2233319889518302","0.00011518966352072","0.0946708786753115"
"PEAR1","PEAR1","-0.7484175098091701","0.00012062116217074299","0.0948346501468245"
"TRANK1","TRANK1","0.4271519617119529","0.00012811443542186","0.0948346501468245"
"TGFBR3","TGFBR3","0.40030406896374005","0.000135423830798545","0.0948346501468245"
"ZFHX4","ZFHX4","0.509624037447006","0.00013830686794083302","0.0948346501468245"
"CDH11","CDH11","-0.680345204049505","0.00014047348061742","0.0948346501468245"
"CRABP2","CRABP2","-0.63921396656359","0.000146417404500304","0.0954389033541122"
"nan","nan","-6.08348315283633","0.000163145550713131","0.0985134604075495"
"PREPL","PREPL","0.39283563411973405","0.000163349215885007","0.0985134604075495"
"STAC","STAC","0.6799169634497472","0.000168026383136445","0.0985134604075495"
"MCHR1","MCHR1","-1.02708826145004","0.000171980330817814","0.0985134604075495"
"CCDC18","CCDC18","0.9467814646942758","0.000209823812268964","0.11665586833294801"
"CPEB2","CPEB2","-1.07177479687647","0.00022868227478337","0.123508029720858"
"PSIP1","PSIP1","0.322637847970437","0.000240119670114747","0.126082836782752"
"ADGRG1","ADGRG1","-1.075059836146","0.00034559074835176603","0.176559511245768"
"FRMD4B","FRMD4B","0.374351480579064","0.00038885815681906404","0.19343646679870397"
"CXCL12","CXCL12","-0.992121818582816","0.00040548501596649703","0.196535468123453"
"THY1","THY1","-0.6942881473932829","0.00044520283796531905","0.20691510639988397"
"PDGFB","PDGFB","-1.12388048406622","0.00044879222146723897","0.20691510639988397"
"INHA","INHA","-1.6902961330826398","0.000464603163546997","0.20910460953640198"
"MMP9","MMP9","-2.8426946265101805","0.000497164359631457","0.214408237524121"
"PECAM1","PECAM1","-3.60831905156092","0.0004990722346220889","0.214408237524121"
"FRMD6","FRMD6","-0.7183262728050009","0.000517855381460802","0.217533783905634"
"RIMS1","RIMS1","1.15228267931741","0.000554679343379481","0.22274722214973897"
"CYP1A1","CYP1A1","2.2242870574328597","0.0005621295705543599","0.22274722214973897"
"TBC1D32","TBC1D32","-0.863555430165438","0.0005746023251479611","0.22274722214973897"
"LAMC1","LAMC1","0.522009933800124","0.0005819458289189571","0.22274722214973897"
"CDKN1A","CDKN1A","-0.655086260173476","0.000595303757141458","0.22274722214973897"
"GPM6B","GPM6B","-0.621815673492789","0.00060432207818604","0.22274722214973897"
"CYB5A","CYB5A","-0.473069296700357","0.000612752237834547","0.22274722214973897"
"VIPR2","VIPR2","-2.0696650599003403","0.000632695442381688","0.22565739523285003"
"NEDD8-MDP1","NEDD8-MDP1","-4.82309065664662","0.000646646934229996","0.22607927925724103"
"GPRC5A","GPRC5A","-1.75792717773887","0.0006577982520842339","0.22607927925724103"
"CYP26B1","CYP26B1","-1.90869915276855","0.00074724630017213","0.247311692511214"
"ZNF20","ZNF20","1.2934852485616999","0.00076706253683751","0.247311692511214"
"PSMC1P1","PSMC1P1","0.619985473359821","0.0007803058555370191","0.247311692511214"
"ADAMTS7P3","ADAMTS7P3","-1.20458897706369","0.000783860194306822","0.247311692511214"
"SAT1","SAT1","-0.492976819180466","0.000791729268852942","0.247311692511214"
"KIF21A","KIF21A","0.485940902032342","0.0007980750803144509","0.247311692511214"
"LYPD6B","LYPD6B","-1.2536677742651399","0.000883666264275711","0.26856024766544395"
"FBLIM1","FBLIM1","-0.440759654943248","0.000895058752733587","0.26856024766544395"
"CHRD","CHRD","-1.31152521028193","0.000915898478029667","0.27051920203429397"
"NKAIN4","NKAIN4","-1.8709126663676598","0.000936811598704225","0.27069699568917105"
"TFAP2B","TFAP2B","-1.84017945984663","0.000947134859202031","0.27069699568917105"
"TMEM98","TMEM98","0.349959183149603","0.0009594613929627289","0.27069699568917105"
"HTRA1","HTRA1","-1.3145078575160802","0.00100193167065177","0.27473487136901603"
"SCUBE3","SCUBE3","-0.783912885565329","0.00100284114291182","0.27473487136901603"
